school_code,seoutguse_gubun,hr_operation_krw,student_welfare_krw,edu_activity_support_krw,general_operation_krw,facility_expansion_krw,financial_activity_krw,fiscal_year
S090006926,예산세출,11100000,1309009000,128151000,421561000,0,0,2025
S090006930,예산세출,11930000,1097707000,57372000,543416000,0,0,2025
S090006931,예산세출,14439000,996197000,122346000,449389000,0,0,2025
S090006932,예산세출,6800000,936173000,79126000,435415000,0,0,2025
S090006933,예산세출,11933000,645439000,59667000,385290000,0,2500000,2025
S090006935,예산세출,8160000,689724000,70385000,415035000,0,0,2025
S090006936,예산세출,13560000,982371000,75385000,424778000,0,0,2025
S090006937,예산세출,22145000,1161624000,104886000,436279000,0,0,2025
S090006940,예산세출,11000000,913535000,54517000,353863000,0,0,2025
S090006942,예산세출,13025000,1027877000,80224000,456067000,0,500000,2025
S090006945,예산세출,14520000,1130734000,135937000,430941000,0,0,2025
S090006946,예산세출,11440000,675090000,82343000,353639000,0,210000,2025
S090006947,예산세출,20640000,898571000,83379000,425301000,0,2445000,2025
S090006954,예산세출,10250000,898129000,50478000,384725000,0,0,2025
S090006970,예산세출,16600000,1271467000,93041000,344884000,0,0,2025
S090006971,예산세출,8386000,1211236000,90901000,363676000,0,0,2025
S090006972,예산세출,4740000,36585000,20410000,258944000,0,20000,2025
S090007038,예산세출,10300000,1425208000,127490000,443064000,0,0,2025
S090007039,예산세출,4300000,888656000,60870000,563047000,0,0,2025
S090007050,예산세출,9900000,1360996000,74326000,440583000,0,0,2025
S090007111,예산세출,14150000,725992000,37396000,328124000,0,0,2025
S090007116,예산세출,21880000,1286320000,64036000,461238000,0,0,2025
S090007117,예산세출,23984000,1879308000,76356000,449788000,0,30000,2025
S090007135,예산세출,11000000,800153000,96022000,374917000,0,0,2025
S090007139,예산세출,17150000,1290214000,78171000,521256000,0,0,2025
S090007140,예산세출,16560000,918442000,107764000,448261000,0,0,2025
S090007159,예산세출,7625000,1014944000,60034000,451268000,0,0,2025
S090007160,예산세출,7400000,1223035000,77906000,514305000,0,0,2025
S090007161,예산세출,9600000,853028000,51565000,417254000,0,0,2025
S090007162,예산세출,14700000,1127343000,72424000,425119000,0,0,2025
S090007163,예산세출,13300000,951273000,73454000,490695000,0,0,2025
S090007164,예산세출,17400000,1771887000,109132000,485849000,0,0,2025
S090007194,예산세출,10000000,991667000,78379000,323860000,0,20000,2025
S090007197,예산세출,13250000,925449000,74680000,366001000,0,0,2025
S090007217,예산세출,10590000,773631000,70320000,339704000,0,0,2025
S090007226,예산세출,25220000,1174629000,68350000,433229000,0,0,2025
S090007230,예산세출,19395000,2010363000,114839000,453997000,0,60000,2025
S090007235,예산세출,13080000,1390445000,83975000,469406000,0,0,2025
S090007236,예산세출,7250000,1039940000,56695000,449571000,0,0,2025
S090007239,예산세출,11700000,1235432000,69424000,509229000,0,0,2025
S090007240,예산세출,18070000,1944172000,103454000,483068000,0,0,2025
S090007241,예산세출,13886000,1336858000,117457000,411826000,0,0,2025
S090007244,예산세출,7410000,645001000,89050000,397900000,0,0,2025
S090007255,예산세출,11330000,1184723000,150725000,526347000,0,664000,2025
S090007257,예산세출,14875000,985264000,63428000,394956000,0,0,2025
S090007263,예산세출,7520000,770554000,58334000,366371000,0,0,2025
S090007265,예산세출,22440000,1092980000,85384000,388006000,0,0,2025
S090007268,예산세출,15110000,1059585000,63700000,463265000,0,0,2025
S090007274,예산세출,11000000,1059717000,49236000,414785000,0,0,2025
S090007275,예산세출,32050000,1797758000,92403000,598703000,0,238000,2025
S090007277,예산세출,4040000,516110000,81371000,313419000,89600000,5000000,2025
S090007279,예산세출,17810000,1136417000,63326000,362528000,0,0,2025
S090007298,예산세출,9700000,1172665000,75485000,385089000,0,0,2025
S090007307,예산세출,11070000,1416452000,80905000,440169000,0,15000,2025
S090007310,예산세출,12900000,529348000,80072000,266873000,0,0,2025
S090007320,예산세출,29200000,1907071000,88680000,492808000,0,0,2025
S090007321,예산세출,8270000,626500000,91466000,290429000,0,0,2025
S090007322,예산세출,10800000,1215582000,80268000,376744000,0,0,2025
S090007323,예산세출,8195000,852623000,121292000,386700000,0,0,2025
S090007325,예산세출,21350000,1587834000,83158000,556270000,0,0,2025
S090007326,예산세출,6450000,1017162000,47464000,419805000,0,0,2025
S090007327,예산세출,6600000,1076370000,74394000,454515000,10000000,0,2025
S090007328,예산세출,7928000,806851000,27618000,459399000,0,0,2025
S090007329,예산세출,7210000,862066000,66442000,405612000,0,0,2025
S090007331,예산세출,17223000,1314322000,83756000,469764000,0,0,2025
S090007333,예산세출,15010000,973491000,69610000,420905000,0,0,2025
S090007334,예산세출,12250000,1259149000,127219000,443464000,0,50000,2025
S090007335,예산세출,6050000,947013000,52208000,365812000,0,0,2025
S090007337,예산세출,13790000,1296660000,72954000,397988000,0,0,2025
S090007338,예산세출,20650000,2160425000,92096000,577305000,0,0,2025
S090007361,예산세출,13600000,1075725000,73470000,429420000,0,2000000,2025
S090007363,예산세출,8510000,978536000,73790000,366234000,0,0,2025
S090007371,예산세출,15000000,897210000,60158000,402517000,0,0,2025
S090007375,예산세출,6850000,1089691000,68345000,310269000,0,0,2025
S090007378,예산세출,22900000,1719343000,98321000,413611000,0,0,2025
S090007396,예산세출,5380000,901698000,85850000,393775000,0,2000000,2025
S090007397,예산세출,5740000,534342000,62950000,325246000,0,0,2025
S090007398,예산세출,14335000,1440866000,118814000,472076000,0,0,2025
S090007407,예산세출,16410000,1677923000,60666000,625415000,0,106000,2025
S090007424,예산세출,11700000,768737000,74089000,289990000,0,0,2025
S090007435,예산세출,6300000,1445274000,121270000,448498000,0,0,2025
S090007436,예산세출,17700000,1893122000,128023000,513250000,0,0,2025
S090007437,예산세출,11090000,742055000,22512000,425306000,0,0,2025
S090007443,예산세출,5850000,518227000,108945000,355026000,0,100000,2025
S090007450,예산세출,11400000,690774000,35720000,338228000,0,0,2025
S090007517,예산세출,11620000,1714524000,71950000,420978000,0,0,2025
S090007520,예산세출,18160000,1404350000,76536000,450545000,0,0,2025
S090007523,예산세출,18840000,819092000,64510000,398339000,0,0,2025
S090007524,예산세출,6600000,950954000,41320000,278157000,0,0,2025
S090007573,예산세출,9160000,654457000,69882000,326809000,0,0,2025
S090007574,예산세출,8860000,705926000,47665000,399018000,0,0,2025
S090007576,예산세출,12730000,1755585000,79450000,416877000,0,0,2025
S090007581,예산세출,9350000,1075525000,98877000,425077000,0,0,2025
S090007583,예산세출,15700000,1585561000,77368000,440548000,0,0,2025
S090007603,예산세출,12780000,663250000,44702000,298496000,0,100000,2025
S090007604,예산세출,10640000,743613000,84050000,455624000,0,0,2025
S090007607,예산세출,9550000,860735000,57670000,347269000,0,0,2025
S090007611,예산세출,7940000,1578236000,135366000,420706000,0,0,2025
S090007614,예산세출,7710000,884674000,129934000,308284000,0,0,2025
S090007616,예산세출,14610000,1066397000,73875000,383760000,0,0,2025
S090007618,예산세출,9400000,1074319000,64771000,437461000,0,0,2025
S090007629,예산세출,16575000,1536394000,76416000,441916000,0,12000000,2025
S090007632,예산세출,10200000,1177131000,86504000,434406000,0,0,2025
S090007676,예산세출,4630000,750965000,45679000,320817000,0,0,2025
S090007677,예산세출,7650000,1099614000,63490000,431163000,0,0,2025
S090007678,예산세출,8805000,138915000,70432000,358774000,0,0,2025
S090007859,예산세출,6650000,622511000,60719000,337025000,0,0,2025
S090007860,예산세출,8570000,797944000,31140000,340779000,0,0,2025
S090007862,예산세출,9560000,489780000,35301000,287706000,0,0,2025
S090007870,예산세출,12965000,31827000,57112000,247915000,0,0,2025
S090007871,예산세출,10940000,1604992000,84946000,502185000,0,0,2025
S090007880,예산세출,6300000,785870000,76122000,379156000,0,0,2025
S090007881,예산세출,8800000,596212000,41823000,389656000,0,0,2025
S090007882,예산세출,4700000,593831000,36540000,314800000,0,0,2025
S090007903,예산세출,6200000,718583000,43229000,294542000,0,0,2025
S090007905,예산세출,11525000,609114000,64794000,359305000,0,1050000,2025
S090007911,예산세출,3390000,282547000,22252000,246161000,0,27000,2025
S090007918,예산세출,4400000,1249824000,572927000,327088000,0,0,2025
S090007919,예산세출,3200000,284285000,580714000,240182000,0,0,2025
S090007920,예산세출,4030000,496273000,822769000,531526000,0,0,2025
S090007926,예산세출,5200000,2000,764897000,412228000,0,0,2025
S090007929,예산세출,18700000,1146288000,105375000,584537000,0,0,2025
S090007937,예산세출,3600000,401211000,126348000,225535000,0,0,2025
S090007944,예산세출,14150000,503484000,846040000,325933000,0,0,2025
S090008028,예산세출,10100000,1105179000,99878000,1116768000,0,0,2025
S090008029,예산세출,10790000,568568000,907912000,279121000,0,0,2025
S090008032,예산세출,3250000,17354000,261105000,358930000,0,0,2025
S090000956,결산세출,5610366175,1146760810,4197169681,447212403,0,0,2025
S090001268,결산세출,4966785170,1167866590,87147280,569190407,364791090,70591700,2025
S090001492,결산세출,1487367690,337817700,112730300,201799390,286529000,0,2025
S090001493,결산세출,2770636210,795344400,92133540,380383655,839642900,13918000,2025
S090001495,결산세출,3719828020,773377190,132975490,472398500,2996904090,107206760,2025
S090001575,결산세출,4207169160,865714240,117424260,559553310,619958080,43109260,2025
S090001584,결산세출,3405709060,450648220,58710664,460819707,656680300,0,2025
S090001588,결산세출,1898479880,289830740,183727300,270373570,466169470,22028670,2025
S090001589,결산세출,4706788420,1164958860,618767420,575850974,2292818970,146143420,2025
S090001592,결산세출,1520594190,213435920,56611220,190042410,99690870,920,2025
S090001772,결산세출,1637436470,387283360,1525158780,271652006,74863000,49879360,2025
S090001775,결산세출,2362719690,417231270,1304764970,443080990,0,0,2025
S090001777,결산세출,2380598230,342249460,1180284040,340297760,18161000,0,2025
S090001778,결산세출,2927624450,442146990,839378170,195850430,384733130,0,2025
S090001779,결산세출,2522978110,559705370,266470470,214877570,932561040,0,2025
S090001781,결산세출,2287900260,501914060,269581550,304089620,150200570,0,2025
S090001902,결산세출,2404359340,411939390,71196540,341246380,200000000,0,2025
S090002190,결산세출,2616054460,325438290,244683310,164888286,678061450,0,2025
S090002191,결산세출,4112726770,1071895000,192317760,425835170,1047260000,0,2025
S090002192,결산세출,2402967840,350678310,755777399,413919531,0,21743880,2025
S090002194,결산세출,2153064430,242790140,253162850,150063930,16200000,0,2025
S090002207,결산세출,2816593100,782230920,119091110,540320190,0,0,2025
S090002415,결산세출,3053131800,880553350,344443780,339991070,0,8053080,2025
S090002420,결산세출,3004310320,785378960,169393420,488577645,1565580300,8515,2025
S090002425,결산세출,3697294328,1001914210,177493950,335811948,556340640,247146155,2025
S090002431,결산세출,3137304970,724173900,144596290,378242490,352573100,23862270,2025
S090002432,결산세출,4485001070,658506480,90247180,448684160,1415881980,29039670,2025
S090002695,결산세출,1772514320,434107720,231575180,263557665,0,0,2025
S090002705,결산세출,1773082990,212391600,156909560,235889640,1747673850,0,2025
S090002918,결산세출,2917734670,699920050,202151900,258241130,312751600,43324820,2025
S090002922,결산세출,3418096140,761620220,106695160,349325790,613177770,17074210,2025
S090003020,결산세출,4167014140,674084450,102168080,419789880,707542200,0,2025
S090003029,결산세출,2278850510,269760940,217223690,366185290,11451000,0,2025
S090003031,결산세출,3912911070,778725470,1591430380,383165490,0,3434670,2025
S090003036,결산세출,2945462470,526298920,179570790,330161380,336713190,93367430,2025
S090003200,결산세출,1699776070,447370424,396940232,220586378,3637955277,90980381,2025
S090003203,결산세출,1706845840,150073440,119058800,255775490,1253735210,28050,2025
S090003204,결산세출,2174811670,518600950,243518920,212582890,1318835610,268370,2025
S090003205,결산세출,1172606010,95583790,95676660,262872780,165070000,2850,2025
S090003206,결산세출,4262587850,1095678010,257489220,392835270,2089595960,0,2025
S090003210,결산세출,2983706770,469736410,204244720,339617191,284204260,0,2025
S090003315,결산세출,1182362200,147584260,356256380,172404210,0,3160,2025
S090003317,결산세출,1483288160,337924130,39818320,275014400,835338700,0,2025
S090003318,결산세출,1890427960,365189700,91023600,277009840,3388279950,490530,2025
S090003319,결산세출,2417925510,516787650,53073180,351299330,1925576600,0,2025
S090003324,결산세출,1489279210,149042110,210599220,149273514,50254940,5817,2025
S090003471,결산세출,1514614050,284217530,467599290,273396180,94057810,3076970,2025
S090003474,결산세출,3217746500,808244040,156390910,316587270,396050300,593000,2025
S090003485,결산세출,3795162630,768653890,506515070,287102060,400665650,1128460,2025
S090003492,결산세출,2048846610,512278910,127475770,320066330,764041210,240750,2025
S090003639,결산세출,2616685090,414824490,550077040,235302110,0,43414000,2025
S090003640,결산세출,2654762930,980496840,980574390,383708150,0,123868540,2025
S090003751,결산세출,3248503600,473207890,560328320,396108870,140393910,0,2025
S090003860,결산세출,2226617670,260881560,90782680,228078880,249325380,0,2025
S090003862,결산세출,1626469760,245764870,161153080,168988380,553877960,7723930,2025
S090003864,결산세출,3049398050,785439040,134757408,331902819,592877000,0,2025
S090003868,결산세출,1554195360,147979790,131442960,118418030,733829980,0,2025
S090003870,결산세출,1436377310,124994570,78062540,176447210,113098000,0,2025
S090003872,결산세출,2191859890,316182560,283272170,305885170,0,69370,2025
S090003873,결산세출,1581801720,177695360,91614010,175172180,834977490,79735340,2025
S090003989,결산세출,3372646010,574751040,148388130,276727222,1477205140,0,2025
S090003992,결산세출,4316034210,1135296850,189586380,470855540,1099381540,28862460,2025
S090003994,결산세출,2025607190,277440280,108005380,316644350,362361320,0,2025
S090003995,결산세출,2028856990,189058280,262862950,255173590,15000000,0,2025
S090003996,결산세출,3084141656,597580010,511465130,431448780,1044642650,0,2025
S090003997,결산세출,1587336200,226572670,858090500,182398970,56755000,975000,2025
S090003998,결산세출,2264608590,520898910,138510940,313192390,0,0,2025
S090004000,결산세출,3716813120,631158700,163353180,356940360,0,0,2025
S090004005,결산세출,4697556220,2072747970,122814080,631295710,264664000,0,2025
S090004006,결산세출,4542011930,812997610,181629020,463893060,236274000,0,2025
S090004008,결산세출,3729887600,1062236810,161772490,397468650,2273770480,209603620,2025
S090004168,결산세출,2588018200,488817230,71317850,235051520,490826490,16680540,2025
S090004266,결산세출,1855814170,191437200,61186690,300822838,997292740,0,2025
S090004267,결산세출,2347197400,482621220,425563530,354876860,353604210,74390280,2025
S090004268,결산세출,1660971360,353754250,137436010,245838060,81322330,9970,2025
S090004270,결산세출,2850305030,710722660,174588520,384718390,1479715350,96740230,2025
S090004271,결산세출,3528077750,746258780,673631710,247884910,7597955510,320,2025
S090004274,결산세출,4734626480,1044577320,157087610,311021050,1661068380,0,2025
S090004277,결산세출,2296851900,522165900,153978220,446765110,1416522540,31218440,2025
S090004280,결산세출,1666541320,511068100,182716790,343569450,873549730,0,2025
S090004281,결산세출,2578114140,815029560,1706810545,451969316,0,0,2025
S090004894,결산세출,1908829254,419655755,709874638,278750602,0,840560,2025
S090004984,결산세출,1924250070,260311730,125813710,207309082,206369620,44830,2025
S090005022,결산세출,1404652820,288059350,133913070,113809900,60049780,0,2025
S090005321,결산세출,1259797960,422938850,123513300,210487950,0,36265810,2025
S090005419,결산세출,2456182255,3159063240,48074530,190979855,1946131877,0,2025
S090005521,결산세출,2697483646,458367540,150303925,306254953,176915060,3247,2025
S090000876,결산세출,4649300,874282650,175104550,412381220,94079350,2677050,2025
S090000877,결산세출,6734000,45677470,25972730,270575530,0,296150,2025
S090000878,결산세출,16111620,224357670,624551010,233417880,0,2925960,2025
S090000879,결산세출,6873210,278077300,43692420,275329100,52742000,11810890,2025
S090000880,결산세출,5517450,405191420,32881850,416153100,100077490,10181890,2025
S090000944,결산세출,57396410,678304340,130086000,361961450,146909000,3300,2025
S090000946,결산세출,115558670,1215505210,1145672510,316791590,0,0,2025
S090000947,결산세출,4830200,704753440,153718730,491971440,73451000,0,2025
S090000948,결산세출,58926820,719325210,163152580,337793540,119733000,800320,2025
S090000949,결산세출,3506870,376367020,55324200,317743770,51261600,440000,2025
S090000950,결산세출,66826700,711247840,299207130,393532620,0,0,2025
S090000951,결산세출,109356300,1176653740,121032950,395160160,257910190,2880,2025
S090000952,결산세출,3015000,906292720,53361960,503286710,0,0,2025
S090000953,결산세출,1944500,731096570,59202990,368617190,5208000,0,2025
S090000954,결산세출,85630960,1155909570,270272730,400376780,37201690,0,2025
S090000955,결산세출,68474480,594185300,59713480,347378400,358689000,0,2025
S090000957,결산세출,3510300,478915260,55471330,386862080,57293000,0,2025
S090000958,결산세출,152115260,1310771970,179716740,494376500,753829840,0,2025
S090000959,결산세출,113355170,1266508570,61100280,471134510,502000490,0,2025
S090000960,결산세출,68433840,359988260,114229870,360285530,548499450,0,2025
S090000961,결산세출,108633240,972527470,109802220,369516710,709696950,10901470,2025
S090000962,결산세출,85259180,707337150,94534880,362428360,519195430,0,2025
S090000963,결산세출,1245900,653984500,86613030,422791380,200878000,0,2025
S090000964,결산세출,71999810,704665840,103491230,363511210,96179000,0,2025
S090000965,결산세출,83191330,1276605910,107614710,418911702,53500000,0,2025
S090000966,결산세출,2123000,768110010,231160340,404874030,0,5836500,2025
S090000967,결산세출,8787850,809030250,101306420,451591830,0,0,2025
S090000969,결산세출,9556080,1220304470,102490950,513891760,38000000,0,2025
S090000970,결산세출,3910650,794868150,90413730,351519540,116805000,0,2025
S090000971,결산세출,2730200,1107401850,98247420,513147030,206783250,7980,2025
S090000972,결산세출,134663390,1128240630,85132240,405761530,97061000,9400780,2025
S090000973,결산세출,4717760,1021525930,107849550,403379470,0,0,2025
S090001188,결산세출,72756300,798275970,262299160,302174090,64074000,0,2025
S090001189,결산세출,2752750,1247119730,164269660,537772560,100000000,0,2025
S090001190,결산세출,84268040,745754920,353082440,349778280,0,0,2025
S090001191,결산세출,7801840,1330891180,106640940,463717430,460918380,0,2025
S090001192,결산세출,132363650,962595040,128165500,389490200,1471529270,0,2025
S090001194,결산세출,121932510,1583436770,167507750,345586260,0,0,2025
S090001195,결산세출,56300310,499299300,194494280,309387610,0,0,2025
S090001196,결산세출,3398000,1598141530,525437070,601522530,0,0,2025
S090001198,결산세출,2460000,909405840,141115440,478532040,0,0,2025
S090001267,결산세출,130070460,1549173940,301540560,516677150,396889690,0,2025
S090001269,결산세출,6843000,553605780,259267010,390575980,0,0,2025
S090001270,결산세출,9805600,179960430,45251160,289055200,0,0,2025
S090001271,결산세출,4296290,790129780,62666440,332070130,113112640,3590,2025
S090001272,결산세출,82153920,990275780,299513000,324638640,3936451490,2290,2025
S090001273,결산세출,2499000,373689510,117160700,350819620,0,3794200,2025
S090001274,결산세출,53187800,443867850,139522970,277744120,63687080,72022120,2025
S090001275,결산세출,83707810,458792900,129500540,297337360,0,0,2025
S090001276,결산세출,108105450,1790458160,164920420,556393990,15995000,0,2025
S090001277,결산세출,64014740,698205490,86127420,334971620,158024000,5799150,2025
S090001365,결산세출,11006740,1419135710,423455230,450317580,0,8135700,2025
S090001366,결산세출,3424100,874469420,379269750,420132710,1000000,0,2025
S090001367,결산세출,14342920,539449830,134349100,371230220,0,0,2025
S090001368,결산세출,1877500,972012290,57959900,470322790,1128390990,0,2025
S090001369,결산세출,8207920,1104929190,274846870,472977390,0,27583360,2025
S090001370,결산세출,2738000,685390060,110503770,359633240,300403000,0,2025
S090001371,결산세출,6195000,974080450,71819850,416636330,0,2735260,2025
S090001372,결산세출,12609570,972370750,399767460,462462800,0,0,2025
S090001374,결산세출,8946780,1156241500,162579270,475558340,2380000,0,2025
S090001375,결산세출,4903130,987261870,114523200,485547220,0,0,2025
S090001376,결산세출,3043500,1073383870,125846060,328730150,0,0,2025
S090001377,결산세출,92383090,1050004810,282089020,339176140,0,45306680,2025
S090001378,결산세출,2793000,426728330,57083280,300887610,0,1765780,2025
S090001379,결산세출,6787340,838547480,219742650,366401100,0,0,2025
S090001487,결산세출,4107290,1044219790,128839110,463491320,139930220,0,2025
S090001488,결산세출,6098120,588044530,110121570,295016730,0,0,2025
S090001489,결산세출,156470930,1408872240,340996260,465795280,0,0,2025
S090001490,결산세출,75774130,595230040,1834574610,302624780,0,3164630,2025
S090001491,결산세출,1678330,418685880,127306760,299422660,335157850,0,2025
S090001494,결산세출,83394470,1657963990,227682820,462125010,0,0,2025
S090001496,결산세출,6132080,1590124390,209776530,561909280,0,0,2025
S090001497,결산세출,22029260,180735300,100263740,182132830,1470000,0,2025
S090001576,결산세출,5168000,724019370,79415900,414306480,41230800,0,2025
S090001577,결산세출,3525500,429799970,45739110,400590680,70959510,0,2025
S090001578,결산세출,4709000,488386920,408715410,481166980,140840770,145058150,2025
S090001579,결산세출,53723770,493072370,42121570,312397010,26805000,0,2025
S090001581,결산세출,107614140,900400190,150002840,344266490,516906340,7170,2025
S090001582,결산세출,92876050,934515200,524542440,343450920,0,26370,2025
S090001583,결산세출,22420720,1080401260,98189630,433549000,118853070,0,2025
S090001585,결산세출,5720690,1344497470,101355690,423031730,715702530,15980,2025
S090001586,결산세출,10664510,589198750,77163640,370267220,0,5450,2025
S090001587,결산세출,3954400,748137960,94380680,388501950,144356300,10810,2025
S090001590,결산세출,72587600,673269650,311467740,354064610,0,0,2025
S090001591,결산세출,93172390,1033077700,205844330,385790390,0,12470,2025
S090001593,결산세출,131513800,1329418250,228426750,474503404,0,0,2025
S090001594,결산세출,11951580,914532730,473119260,466162270,0,4785600,2025
S090001595,결산세출,9751540,754382570,138769310,455042700,516190000,0,2025
S090001596,결산세출,5310150,853118410,491169790,506846460,600000000,0,2025
S090001597,결산세출,7669580,1021129070,264437260,414400040,63813000,20800230,2025
S090001598,결산세출,5941040,1589797200,68311860,515470930,125076420,0,2025
S090001599,결산세출,65525330,652613820,98091860,365296720,50000000,0,2025
S090001771,결산세출,3615100,849231810,98325690,387749120,0,0,2025
S090001773,결산세출,83145670,1050691990,156303350,385547830,449553260,0,2025
S090001774,결산세출,3042650,750182440,163520260,411070000,658134610,0,2025
S090001780,결산세출,79116680,944852240,583917300,340345970,0,0,2025
S090001873,결산세출,6776440,956910560,79574570,482044840,187854040,0,2025
S090001874,결산세출,7206310,410296510,85859130,364948480,0,0,2025
S090001878,결산세출,8500000,1483510480,307365790,436039990,0,0,2025
S090001882,결산세출,96421480,1028395590,92007390,385837930,12992000,60,2025
S090001883,결산세출,3641000,651173030,60880910,452845520,60327080,0,2025
S090001884,결산세출,2465200,481637710,60784890,405483920,496663410,4147060,2025
S090001885,결산세출,4181500,954308030,615964027,440420803,0,0,2025
S090001886,결산세출,8093300,507882400,162988460,352007940,0,0,2025
S090001887,결산세출,3168890,483238910,75218620,321419630,10026000,0,2025
S090001888,결산세출,4774860,745632360,120725650,385177850,0,0,2025
S090001889,결산세출,1643940,701538090,67478560,423494560,276785000,0,2025
S090001892,결산세출,66601920,710016250,126445190,348383920,168819940,0,2025
S090001893,결산세출,75735880,749360940,114917580,331877760,463261000,1580,2025
S090001894,결산세출,5664500,1194220900,144497550,567387680,25669000,0,2025
S090001896,결산세출,2365800,824411440,77665190,444993900,0,0,2025
S090001897,결산세출,67091560,571809750,76419700,324108690,0,0,2025
S090001898,결산세출,102123930,1156274260,443845010,479678570,0,0,2025
S090001899,결산세출,100931620,1448302760,172918230,411953110,0,0,2025
S090001900,결산세출,8796000,857826080,119662750,410835710,11454000,0,2025
S090001901,결산세출,68222250,947776920,74329360,386751620,0,0,2025
S090001903,결산세출,85608750,747463460,151615520,363994000,0,0,2025
S090001905,결산세출,12357180,1019138240,167005790,421716000,367548270,5281490,2025
S090001906,결산세출,6903460,1091416620,64982450,457985940,42417000,0,2025
S090001911,결산세출,59715140,894723590,51220080,368933480,90000000,0,2025
S090001912,결산세출,4662320,1019479340,52774710,501654480,823026790,0,2025
S090002174,결산세출,3644550,711425980,222348850,344104310,0,0,2025
S090002176,결산세출,7434350,1328475050,160231620,511572030,452785120,0,2025
S090002177,결산세출,136130370,1113109230,35996600,325765360,85100000,0,2025
S090002178,결산세출,6917270,776349660,263846130,437421900,39375000,0,2025
S090002180,결산세출,100266780,1081631550,100372150,368164110,383817260,0,2025
S090002181,결산세출,92210060,673315690,378482640,397088360,0,0,2025
S090002182,결산세출,72465080,1058021300,274992750,347685260,0,0,2025
S090002183,결산세출,1566550,427454760,97163790,393941980,0,0,2025
S090002184,결산세출,104633600,1442105910,497558610,554101530,563754000,0,2025
S090002185,결산세출,89576410,931435120,75121330,469364550,150181530,0,2025
S090002186,결산세출,50829620,412502800,81577630,362506130,0,15800000,2025
S090002187,결산세출,68414180,903634390,106813390,367787240,0,0,2025
S090002188,결산세출,73494120,624438200,361933290,381136250,0,0,2025
S090002189,결산세출,62815870,406173730,78879170,325239350,0,0,2025
S090002193,결산세출,87412550,1507347890,1371120030,443176880,0,0,2025
S090002195,결산세출,8754180,1277438460,388249520,495788210,19723000,0,2025
S090002196,결산세출,70189840,972244080,408261450,413958030,0,0,2025
S090002198,결산세출,3960100,433064000,52016830,384496530,43320000,0,2025
S090002199,결산세출,1995990,595143830,527483140,393472300,119594000,0,2025
S090002200,결산세출,93221220,1766171400,171516480,394264670,18000000,0,2025
S090002201,결산세출,38753190,557369840,299554170,376062940,26884000,699270,2025
S090002202,결산세출,42562360,552431630,154924040,307107500,0,0,2025
S090002206,결산세출,8861000,1014131110,62610990,459498220,155899150,0,2025
S090002208,결산세출,7522220,879603050,131833860,350338790,234100000,0,2025
S090002406,결산세출,73829520,529096010,193958390,265239910,0,0,2025
S090002407,결산세출,63538300,547916280,60551520,364808720,173255630,27930,2025
S090002408,결산세출,5936620,949382550,68467290,422648400,0,4900,2025
S090002409,결산세출,1290000,541667900,262656720,434893140,342280960,21609040,2025
S090002410,결산세출,4142360,1853039840,568236690,491850450,0,0,2025
S090002411,결산세출,109342630,1582671060,427030980,418720580,0,1360,2025
S090002412,결산세출,6592670,898328040,64602420,415527340,1259332970,4607130,2025
S090002413,결산세출,5269360,984988300,169459220,391201430,3096050,12225520,2025
S090002414,결산세출,8914630,922980570,209513540,311412900,0,5280,2025
S090002416,결산세출,58784630,721622310,63596580,369374500,0,9490,2025
S090002417,결산세출,109267260,1292304160,245204080,407830470,0,0,2025
S090002418,결산세출,64987380,599462900,337643780,304017640,0,16430,2025
S090002419,결산세출,8322520,1172962280,130667280,357230180,6027000,17220,2025
S090002421,결산세출,63131040,262800410,115219770,283715900,0,0,2025
S090002422,결산세출,1290000,653327160,93747550,418940190,551945000,3620,2025
S090002423,결산세출,55265770,524485140,934021730,371970130,135267390,450510,2025
S090002424,결산세출,2748800,329592480,49555930,388688590,32436000,2960,2025
S090002426,결산세출,4856530,611458860,93755370,412513520,54470000,5510,2025
S090002427,결산세출,54577330,353538120,55533440,304690360,129900000,11280,2025
S090002428,결산세출,3172000,929287910,105597930,420659750,334424260,0,2025
S090002429,결산세출,102385990,1427008480,222377440,395632710,54376610,873550,2025
S090002430,결산세출,83913170,1224891900,640637050,425157300,0,2650,2025
S090002433,결산세출,82937760,1163786880,381002060,317841890,0,280260,2025
S090002434,결산세출,44335330,452484960,264979190,331509400,357072500,462980,2025
S090002435,결산세출,42604320,287506750,276944770,272876610,0,3890,2025
S090002436,결산세출,62613500,575771360,142996360,311132530,0,2980,2025
S090002437,결산세출,97428680,1130705010,72046820,383429410,159948000,4720,2025
S090002438,결산세출,96056030,1253821350,158727540,378107600,206252770,23287710,2025
S090002439,결산세출,118925640,1463191360,114970410,390986050,0,1750,2025
S090002440,결산세출,84472980,817941020,337554500,295461240,287286800,28510,2025
S090002441,결산세출,78799880,908157100,251092950,339876090,0,367690,2025
S090002442,결산세출,91085280,1172325900,150617040,375371290,0,54000,2025
S090002443,결산세출,119769660,1276941160,107782020,319840790,0,11770,2025
S090002683,결산세출,8948130,747453330,61490150,390556820,98298600,0,2025
S090002684,결산세출,6835060,551407610,237688160,337993060,182804810,0,2025
S090002685,결산세출,2631920,995420590,1861529980,460347570,0,84191900,2025
S090002686,결산세출,5547220,135512930,62758410,177134380,0,0,2025
S090002687,결산세출,5310280,915118880,75273200,329395360,0,0,2025
